puzzle_idx,final_status,position,cnn_prediction,cnn_confidence,true_value,true_digit_rank,true_digit_prob,confusion_type,cell_type,digit_errors
73,uncorrectable,"(2, 1)",70,0.9963702261447906,10,2,0.004705382045358419,10->70 (tens: 1->7),double,"{'type': 'tens', 'tens': {'predicted': 7, 'true': 1, 'rank': 2, 'wrong': True}, 'ones': {'predicted': 0, 'true': 0, 'rank': 1, 'wrong': False}}"
74,single,"(1, 8)",71,0.8138617277145386,11,2,0.37129396200180054,11->71 (tens: 1->7),double,"{'type': 'tens', 'tens': {'predicted': 7, 'true': 1, 'rank': 2, 'wrong': True}, 'ones': {'predicted': 1, 'true': 1, 'rank': 1, 'wrong': False}}"
74,single,"(7, 1)",12,0.9986349046230316,16,3,0.00041091724415309727,16->12 (ones: 6->2),double,"{'type': 'ones', 'tens': {'predicted': 1, 'true': 1, 'rank': 1, 'wrong': False}, 'ones': {'predicted': 2, 'true': 6, 'rank': 3, 'wrong': True}}"
74,single,"(14, 14)",71,0.7565298676490784,11,2,0.30917301774024963,11->71 (tens: 1->7),double,"{'type': 'tens', 'tens': {'predicted': 7, 'true': 1, 'rank': 2, 'wrong': True}, 'ones': {'predicted': 1, 'true': 1, 'rank': 1, 'wrong': False}}"
76,two,"(2, 7)",9,0.5074827671051025,7,2,0.41650041937828064,7->9,single,None
76,two,"(5, 12)",73,0.9945231974124908,13,2,0.00968034379184246,13->73 (tens: 1->7),double,"{'type': 'tens', 'tens': {'predicted': 7, 'true': 1, 'rank': 2, 'wrong': True}, 'ones': {'predicted': 3, 'true': 3, 'rank': 1, 'wrong': False}}"
76,two,"(8, 2)",13,0.7991200387477875,11,4,0.012945814989507198,11->13 (ones: 1->3),double,"{'type': 'ones', 'tens': {'predicted': 1, 'true': 1, 'rank': 1, 'wrong': False}, 'ones': {'predicted': 3, 'true': 1, 'rank': 4, 'wrong': True}}"
76,two,"(12, 7)",74,0.9966649413108826,14,4,0.0008627657662145793,14->74 (tens: 1->7),double,"{'type': 'tens', 'tens': {'predicted': 7, 'true': 1, 'rank': 4, 'wrong': True}, 'ones': {'predicted': 4, 'true': 4, 'rank': 1, 'wrong': False}}"
77,uncorrectable,"(12, 1)",9,0.7826122641563416,8,2,0.2173854559659958,8->9,single,None
77,uncorrectable,"(15, 15)",3,0.6839662194252014,5,2,0.3160015344619751,5->3,single,None
78,none,"(2, 5)",6,0.9465537071228027,16,2,0.07794619351625443,16->6 (tens: 1->0),double,"{'type': 'tens', 'tens': {'predicted': 0, 'true': 1, 'rank': 2, 'wrong': True}, 'ones': {'predicted': 6, 'true': 6, 'rank': 1, 'wrong': False}}"
78,none,"(4, 4)",24,0.9295957684516907,14,4,0.018733946606516838,14->24 (tens: 1->2),double,"{'type': 'tens', 'tens': {'predicted': 2, 'true': 1, 'rank': 4, 'wrong': True}, 'ones': {'predicted': 4, 'true': 4, 'rank': 1, 'wrong': False}}"
79,uncorrectable,"(1, 2)",2,0.9044067859649658,8,3,0.01830843649804592,8->2,single,None
79,uncorrectable,"(8, 3)",74,0.9945261180400848,14,2,0.00968034379184246,14->74 (tens: 1->7),double,"{'type': 'tens', 'tens': {'predicted': 7, 'true': 1, 'rank': 2, 'wrong': True}, 'ones': {'predicted': 4, 'true': 4, 'rank': 1, 'wrong': False}}"
79,uncorrectable,"(9, 11)",45,0.8878206610679626,6,7,3.948164711831126e-11,6->45 (both digits),double,"{'type': 'both', 'tens': {'predicted': 4, 'true': 0, 'rank': 7, 'wrong': True}, 'ones': {'predicted': 5, 'true': 6, 'rank': 5, 'wrong': True}}"
79,uncorrectable,"(13, 10)",10,0.6897054314613342,16,2,0.3152162432670593,16->10 (ones: 6->0),double,"{'type': 'ones', 'tens': {'predicted': 1, 'true': 1, 'rank': 1, 'wrong': False}, 'ones': {'predicted': 0, 'true': 6, 'rank': 2, 'wrong': True}}"
80,single,"(5, 11)",15,0.9745832085609436,13,2,0.05074138194322586,13->15 (ones: 3->5),double,"{'type': 'ones', 'tens': {'predicted': 1, 'true': 1, 'rank': 1, 'wrong': False}, 'ones': {'predicted': 5, 'true': 3, 'rank': 2, 'wrong': True}}"
80,single,"(6, 14)",17,0.999247133731842,11,2,0.0012761104153469205,11->17 (ones: 1->7),double,"{'type': 'ones', 'tens': {'predicted': 1, 'true': 1, 'rank': 1, 'wrong': False}, 'ones': {'predicted': 7, 'true': 1, 'rank': 2, 'wrong': True}}"
81,uncorrectable,"(2, 11)",13,0.6885737180709839,6,9,4.5467813040088425e-30,6->13 (both digits),double,"{'type': 'both', 'tens': {'predicted': 1, 'true': 0, 'rank': 9, 'wrong': True}, 'ones': {'predicted': 3, 'true': 6, 'rank': 9, 'wrong': True}}"
81,uncorrectable,"(9, 4)",2,0.8216007351875305,12,5,0.02018873393535614,12->2 (tens: 1->0),double,"{'type': 'tens', 'tens': {'predicted': 0, 'true': 1, 'rank': 5, 'wrong': True}, 'ones': {'predicted': 2, 'true': 2, 'rank': 1, 'wrong': False}}"
81,uncorrectable,"(10, 0)",22,0.929598331451416,12,4,0.018733946606516838,12->22 (tens: 1->2),double,"{'type': 'tens', 'tens': {'predicted': 2, 'true': 1, 'rank': 4, 'wrong': True}, 'ones': {'predicted': 2, 'true': 2, 'rank': 1, 'wrong': False}}"
81,uncorrectable,"(12, 10)",8,0.5869585871696472,6,2,0.38248762488365173,6->8,single,None
81,uncorrectable,"(13, 8)",5,0.8216274380683899,15,5,0.02018873393535614,15->5 (tens: 1->0),double,"{'type': 'tens', 'tens': {'predicted': 0, 'true': 1, 'rank': 5, 'wrong': True}, 'ones': {'predicted': 5, 'true': 5, 'rank': 1, 'wrong': False}}"
82,single,"(0, 14)",17,0.8699027001857758,11,2,0.25512364506721497,11->17 (ones: 1->7),double,"{'type': 'ones', 'tens': {'predicted': 1, 'true': 1, 'rank': 1, 'wrong': False}, 'ones': {'predicted': 7, 'true': 1, 'rank': 2, 'wrong': True}}"
82,single,"(7, 5)",90,0.749583438038826,10,3,0.022383537143468857,10->90 (tens: 1->9),double,"{'type': 'tens', 'tens': {'predicted': 9, 'true': 1, 'rank': 3, 'wrong': True}, 'ones': {'predicted': 0, 'true': 0, 'rank': 1, 'wrong': False}}"
82,single,"(9, 12)",22,0.6902086138725281,12,3,0.25274673104286194,12->22 (tens: 1->2),double,"{'type': 'tens', 'tens': {'predicted': 2, 'true': 1, 'rank': 3, 'wrong': True}, 'ones': {'predicted': 2, 'true': 2, 'rank': 1, 'wrong': False}}"
82,single,"(13, 9)",9,0.6160420179367065,8,2,0.3834701478481293,8->9,single,None
84,none,"(5, 3)",75,0.8138622045516968,15,2,0.37129396200180054,15->75 (tens: 1->7),double,"{'type': 'tens', 'tens': {'predicted': 7, 'true': 1, 'rank': 2, 'wrong': True}, 'ones': {'predicted': 5, 'true': 5, 'rank': 1, 'wrong': False}}"
84,none,"(12, 0)",18,0.9828417599201202,16,2,0.022986527532339096,16->18 (ones: 6->8),double,"{'type': 'ones', 'tens': {'predicted': 1, 'true': 1, 'rank': 1, 'wrong': False}, 'ones': {'predicted': 8, 'true': 6, 'rank': 2, 'wrong': True}}"
84,none,"(13, 10)",5,0.7879399955272675,15,2,0.3799899220466614,15->5 (tens: 1->0),double,"{'type': 'tens', 'tens': {'predicted': 0, 'true': 1, 'rank': 2, 'wrong': True}, 'ones': {'predicted': 5, 'true': 5, 'rank': 1, 'wrong': False}}"
84,none,"(14, 7)",17,0.7796084582805634,11,2,0.3325764834880829,11->17 (ones: 1->7),double,"{'type': 'ones', 'tens': {'predicted': 1, 'true': 1, 'rank': 1, 'wrong': False}, 'ones': {'predicted': 7, 'true': 1, 'rank': 2, 'wrong': True}}"
85,uncorrectable,"(1, 10)",71,0.8774834275245667,11,2,0.23144501447677612,11->71 (tens: 1->7),double,"{'type': 'tens', 'tens': {'predicted': 7, 'true': 1, 'rank': 2, 'wrong': True}, 'ones': {'predicted': 1, 'true': 1, 'rank': 1, 'wrong': False}}"
85,uncorrectable,"(2, 14)",2,0.7879267036914825,12,2,0.3799899220466614,12->2 (tens: 1->0),double,"{'type': 'tens', 'tens': {'predicted': 0, 'true': 1, 'rank': 2, 'wrong': True}, 'ones': {'predicted': 2, 'true': 2, 'rank': 1, 'wrong': False}}"
85,uncorrectable,"(3, 1)",21,0.6902086138725281,11,3,0.25274673104286194,11->21 (tens: 1->2),double,"{'type': 'tens', 'tens': {'predicted': 2, 'true': 1, 'rank': 3, 'wrong': True}, 'ones': {'predicted': 1, 'true': 1, 'rank': 1, 'wrong': False}}"
85,uncorrectable,"(4, 12)",2,0.7199141383171082,8,2,0.27992182970046997,8->2,single,None
85,uncorrectable,"(5, 8)",70,0.7952993810176849,10,2,0.4047260582447052,10->70 (tens: 1->7),double,"{'type': 'tens', 'tens': {'predicted': 7, 'true': 1, 'rank': 2, 'wrong': True}, 'ones': {'predicted': 0, 'true': 0, 'rank': 1, 'wrong': False}}"
85,uncorrectable,"(6, 6)",14,0.8897376954555511,16,2,0.18199507892131805,16->14 (ones: 6->4),double,"{'type': 'ones', 'tens': {'predicted': 1, 'true': 1, 'rank': 1, 'wrong': False}, 'ones': {'predicted': 4, 'true': 6, 'rank': 2, 'wrong': True}}"
85,uncorrectable,"(7, 13)",76,0.9083740413188934,16,2,0.10721195489168167,16->76 (tens: 1->7),double,"{'type': 'tens', 'tens': {'predicted': 7, 'true': 1, 'rank': 2, 'wrong': True}, 'ones': {'predicted': 6, 'true': 6, 'rank': 1, 'wrong': False}}"
85,uncorrectable,"(10, 3)",76,0.9999175071716309,16,2,0.00014206941705197096,16->76 (tens: 1->7),double,"{'type': 'tens', 'tens': {'predicted': 7, 'true': 1, 'rank': 2, 'wrong': True}, 'ones': {'predicted': 6, 'true': 6, 'rank': 1, 'wrong': False}}"
85,uncorrectable,"(11, 12)",72,0.9082512259483337,12,2,0.10721195489168167,12->72 (tens: 1->7),double,"{'type': 'tens', 'tens': {'predicted': 7, 'true': 1, 'rank': 2, 'wrong': True}, 'ones': {'predicted': 2, 'true': 2, 'rank': 1, 'wrong': False}}"
85,uncorrectable,"(14, 5)",96,0.6009569317102432,16,3,0.022383537143468857,16->96 (tens: 1->9),double,"{'type': 'tens', 'tens': {'predicted': 9, 'true': 1, 'rank': 3, 'wrong': True}, 'ones': {'predicted': 6, 'true': 6, 'rank': 1, 'wrong': False}}"
85,uncorrectable,"(15, 11)",72,0.718944787979126,12,2,0.4124326705932617,12->72 (tens: 1->7),double,"{'type': 'tens', 'tens': {'predicted': 7, 'true': 1, 'rank': 2, 'wrong': True}, 'ones': {'predicted': 2, 'true': 2, 'rank': 1, 'wrong': False}}"
86,uncorrectable,"(9, 14)",73,0.9945259392261505,13,2,0.00968034379184246,13->73 (tens: 1->7),double,"{'type': 'tens', 'tens': {'predicted': 7, 'true': 1, 'rank': 2, 'wrong': True}, 'ones': {'predicted': 3, 'true': 3, 'rank': 1, 'wrong': False}}"
86,uncorrectable,"(12, 11)",10,0.9998103976249695,6,9,1.2742008749220329e-26,6->10 (both digits),double,"{'type': 'both', 'tens': {'predicted': 1, 'true': 0, 'rank': 9, 'wrong': True}, 'ones': {'predicted': 0, 'true': 6, 'rank': 4, 'wrong': True}}"
86,uncorrectable,"(14, 9)",53,0.7787594199180603,5,9,3.414322072044735e-21,5->53 (both digits),double,"{'type': 'both', 'tens': {'predicted': 5, 'true': 0, 'rank': 9, 'wrong': True}, 'ones': {'predicted': 3, 'true': 5, 'rank': 2, 'wrong': True}}"
86,uncorrectable,"(15, 3)",7,0.7603249549865723,9,2,0.17323017120361328,9->7,single,None
87,uncorrectable,"(0, 4)",17,0.9982973635196686,11,4,0.0007154865306802094,11->17 (ones: 1->7),double,"{'type': 'ones', 'tens': {'predicted': 1, 'true': 1, 'rank': 1, 'wrong': False}, 'ones': {'predicted': 7, 'true': 1, 'rank': 4, 'wrong': True}}"
87,uncorrectable,"(2, 6)",53,0.7787594199180603,5,9,3.414322072044735e-21,5->53 (both digits),double,"{'type': 'both', 'tens': {'predicted': 5, 'true': 0, 'rank': 9, 'wrong': True}, 'ones': {'predicted': 3, 'true': 5, 'rank': 2, 'wrong': True}}"
87,uncorrectable,"(2, 13)",17,0.7963403165340424,11,2,0.28355175256729126,11->17 (ones: 1->7),double,"{'type': 'ones', 'tens': {'predicted': 1, 'true': 1, 'rank': 1, 'wrong': False}, 'ones': {'predicted': 7, 'true': 1, 'rank': 2, 'wrong': True}}"
87,uncorrectable,"(10, 3)",14,0.7741204500198364,16,2,0.4516567289829254,16->14 (ones: 6->4),double,"{'type': 'ones', 'tens': {'predicted': 1, 'true': 1, 'rank': 1, 'wrong': False}, 'ones': {'predicted': 4, 'true': 6, 'rank': 2, 'wrong': True}}"
87,uncorrectable,"(10, 12)",6,0.9870216250419617,8,2,0.012388072907924652,8->6,single,None
88,two,"(6, 0)",4,0.9996415376663208,8,2,0.0003545932995621115,8->4,single,None
88,two,"(12, 4)",75,0.7952995002269745,15,2,0.4047260582447052,15->75 (tens: 1->7),double,"{'type': 'tens', 'tens': {'predicted': 7, 'true': 1, 'rank': 2, 'wrong': True}, 'ones': {'predicted': 5, 'true': 5, 'rank': 1, 'wrong': False}}"
88,two,"(14, 6)",7,0.6315948963165283,1,2,0.367109090089798,1->7,single,None
89,two,"(8, 5)",2,0.7879399955272675,12,2,0.3799899220466614,12->2 (tens: 1->0),double,"{'type': 'tens', 'tens': {'predicted': 0, 'true': 1, 'rank': 2, 'wrong': True}, 'ones': {'predicted': 2, 'true': 2, 'rank': 1, 'wrong': False}}"
89,two,"(8, 14)",26,0.6902086138725281,16,3,0.25274673104286194,16->26 (tens: 1->2),double,"{'type': 'tens', 'tens': {'predicted': 2, 'true': 1, 'rank': 3, 'wrong': True}, 'ones': {'predicted': 6, 'true': 6, 'rank': 1, 'wrong': False}}"
89,two,"(10, 6)",70,0.9945261776447296,10,2,0.00968034379184246,10->70 (tens: 1->7),double,"{'type': 'tens', 'tens': {'predicted': 7, 'true': 1, 'rank': 2, 'wrong': True}, 'ones': {'predicted': 0, 'true': 0, 'rank': 1, 'wrong': False}}"
89,two,"(11, 9)",6,0.855048418045044,5,2,0.07981971651315689,5->6,single,None
89,two,"(12, 12)",17,0.8699027597904205,11,2,0.25512364506721497,11->17 (ones: 1->7),double,"{'type': 'ones', 'tens': {'predicted': 1, 'true': 1, 'rank': 1, 'wrong': False}, 'ones': {'predicted': 7, 'true': 1, 'rank': 2, 'wrong': True}}"
89,two,"(15, 13)",7,0.5771109461784363,9,2,0.4226994216442108,9->7,single,None
90,uncorrectable,"(7, 6)",12,0.8373703062534332,10,2,0.30406856536865234,10->12 (ones: 0->2),double,"{'type': 'ones', 'tens': {'predicted': 1, 'true': 1, 'rank': 1, 'wrong': False}, 'ones': {'predicted': 2, 'true': 0, 'rank': 2, 'wrong': True}}"
90,uncorrectable,"(8, 4)",9,0.9955369234085083,5,2,0.004452658351510763,5->9,single,None
90,uncorrectable,"(11, 6)",73,0.8625792264938354,13,2,0.25391876697540283,13->73 (tens: 1->7),double,"{'type': 'tens', 'tens': {'predicted': 7, 'true': 1, 'rank': 2, 'wrong': True}, 'ones': {'predicted': 3, 'true': 3, 'rank': 1, 'wrong': False}}"
90,uncorrectable,"(12, 12)",10,0.9998573362827301,6,7,3.993861449746865e-21,6->10 (both digits),double,"{'type': 'both', 'tens': {'predicted': 1, 'true': 0, 'rank': 7, 'wrong': True}, 'ones': {'predicted': 0, 'true': 6, 'rank': 4, 'wrong': True}}"
91,two,"(2, 0)",6,0.855048418045044,5,2,0.07981971651315689,5->6,single,None
91,two,"(3, 10)",4,0.6725546717643738,1,3,0.10538415610790253,1->4,single,None
92,single,"(4, 3)",2,0.8213838934898376,12,5,0.02018873393535614,12->2 (tens: 1->0),double,"{'type': 'tens', 'tens': {'predicted': 0, 'true': 1, 'rank': 5, 'wrong': True}, 'ones': {'predicted': 2, 'true': 2, 'rank': 1, 'wrong': False}}"
92,single,"(13, 9)",2,0.9044067859649658,8,3,0.01830843649804592,8->2,single,None
93,uncorrectable,"(4, 2)",9,0.8835603594779968,8,2,0.11643930524587631,8->9,single,None
93,uncorrectable,"(4, 14)",74,0.9966669678688049,14,4,0.0008627657662145793,14->74 (tens: 1->7),double,"{'type': 'tens', 'tens': {'predicted': 7, 'true': 1, 'rank': 4, 'wrong': True}, 'ones': {'predicted': 4, 'true': 4, 'rank': 1, 'wrong': False}}"
93,uncorrectable,"(11, 7)",13,0.8076241910457611,15,2,0.38360393047332764,15->13 (ones: 5->3),double,"{'type': 'ones', 'tens': {'predicted': 1, 'true': 1, 'rank': 1, 'wrong': False}, 'ones': {'predicted': 3, 'true': 5, 'rank': 2, 'wrong': True}}"
93,uncorrectable,"(11, 14)",4,0.6725546717643738,1,3,0.10538415610790253,1->4,single,None
93,uncorrectable,"(12, 14)",2,0.9888719916343689,3,2,0.011127181351184845,3->2,single,None
93,uncorrectable,"(13, 15)",71,0.9965514838695526,11,4,0.0008627657662145793,11->71 (tens: 1->7),double,"{'type': 'tens', 'tens': {'predicted': 7, 'true': 1, 'rank': 4, 'wrong': True}, 'ones': {'predicted': 1, 'true': 1, 'rank': 1, 'wrong': False}}"
93,uncorrectable,"(15, 5)",15,0.9762794375419617,13,2,0.004693290684372187,13->15 (ones: 3->5),double,"{'type': 'ones', 'tens': {'predicted': 1, 'true': 1, 'rank': 1, 'wrong': False}, 'ones': {'predicted': 5, 'true': 3, 'rank': 2, 'wrong': True}}"
94,none,"(2, 1)",17,0.9992804527282715,11,2,0.0012761104153469205,11->17 (ones: 1->7),double,"{'type': 'ones', 'tens': {'predicted': 1, 'true': 1, 'rank': 1, 'wrong': False}, 'ones': {'predicted': 7, 'true': 1, 'rank': 2, 'wrong': True}}"
94,none,"(12, 8)",72,0.9966671466827393,12,4,0.0008627657662145793,12->72 (tens: 1->7),double,"{'type': 'tens', 'tens': {'predicted': 7, 'true': 1, 'rank': 4, 'wrong': True}, 'ones': {'predicted': 2, 'true': 2, 'rank': 1, 'wrong': False}}"
95,single,"(11, 1)",4,0.9996415376663208,8,2,0.0003545932995621115,8->4,single,None
96,uncorrectable,"(1, 6)",1,0.9987155199050903,9,6,1.640273694647476e-05,9->1,single,None
96,uncorrectable,"(1, 12)",20,0.9295986294746399,10,4,0.018733946606516838,10->20 (tens: 1->2),double,"{'type': 'tens', 'tens': {'predicted': 2, 'true': 1, 'rank': 4, 'wrong': True}, 'ones': {'predicted': 0, 'true': 0, 'rank': 1, 'wrong': False}}"
96,uncorrectable,"(9, 15)",70,0.9082395434379578,10,2,0.10721195489168167,10->70 (tens: 1->7),double,"{'type': 'tens', 'tens': {'predicted': 7, 'true': 1, 'rank': 2, 'wrong': True}, 'ones': {'predicted': 0, 'true': 0, 'rank': 1, 'wrong': False}}"
96,uncorrectable,"(15, 2)",2,0.9466102123260498,12,2,0.07794619351625443,12->2 (tens: 1->0),double,"{'type': 'tens', 'tens': {'predicted': 0, 'true': 1, 'rank': 2, 'wrong': True}, 'ones': {'predicted': 2, 'true': 2, 'rank': 1, 'wrong': False}}"
96,uncorrectable,"(15, 3)",2,0.9888719916343689,3,2,0.011127181351184845,3->2,single,None
98,uncorrectable,"(0, 13)",7,0.9993240833282471,11,12,0.0,11->7,single,None
98,uncorrectable,"(5, 5)",73,0.9945261776447296,13,2,0.00968034379184246,13->73 (tens: 1->7),double,"{'type': 'tens', 'tens': {'predicted': 7, 'true': 1, 'rank': 2, 'wrong': True}, 'ones': {'predicted': 3, 'true': 3, 'rank': 1, 'wrong': False}}"
98,uncorrectable,"(11, 11)",18,0.710834190249443,16,2,0.3926624655723572,16->18 (ones: 6->8),double,"{'type': 'ones', 'tens': {'predicted': 1, 'true': 1, 'rank': 1, 'wrong': False}, 'ones': {'predicted': 8, 'true': 6, 'rank': 2, 'wrong': True}}"
99,single,"(1, 15)",17,0.9903616309165955,11,2,0.01832558587193489,11->17 (ones: 1->7),double,"{'type': 'ones', 'tens': {'predicted': 1, 'true': 1, 'rank': 1, 'wrong': False}, 'ones': {'predicted': 7, 'true': 1, 'rank': 2, 'wrong': True}}"
99,single,"(3, 14)",6,0.855048418045044,5,2,0.07981971651315689,5->6,single,None
